time;SSE;E;S;W;SSW;EW
20210405:0510;0;0;0;0;0;0
20210405:0610;2.23;2.23;2.23;1.91;1.91;2.07
20210405:0710;20.07;20.07;20.07;18.47;20.07;19.27
20210405:0810;49.31;49.31;49.31;45.8;49.31;47.555
20210405:0910;42.67;42.67;42.67;42.67;42.67;42.67
20210405:1010;76.62;76.62;76.62;76.62;76.62;76.62
20210405:1110;71.05;71.05;71.05;71.05;71.05;71.05
20210405:1210;162.65;162.65;162.65;162.65;162.65;162.65
20210405:1310;85.43;85.43;85.43;85.43;85.43;85.43
20210405:1410;343.9;229.01;383.26;391.19;408.89;310.1
20210405:1510;261.39;163.99;327.18;392.23;377;278.11
20210405:1610;120.28;103.44;160.15;225.2;195.3;164.32
20210405:1710;6.81;6.81;7.53;7.53;7.53;7.17
20210405:1810;0;0;0;0;0;0
20210405:1910;0;0;0;0;0;0
20210405:2010;0;0;0;0;0;0
20210405:2110;0;0;0;0;0;0
20210405:2210;0;0;0;0;0;0
20210405:2310;0;0;0;0;0;0
20210406:0010;0;0;0;0;0;0
20210406:0110;0;0;0;0;0;0
20210406:0210;0;0;0;0;0;0
20210406:0310;0;0;0;0;0;0
20210406:0410;0;0;0;0;0;0
20210406:0510;0;0;0;0;0;0
20210406:0610;7.02;7.02;7.02;6.33;6.33;6.675
20210406:0710;259.73;310.33;200.01;107.01;131.49;208.67
20210406:0810;62.93;62.93;62.93;58.58;62.93;60.755
20210406:0910;91.83;91.83;91.83;91.83;91.83;91.83
20210406:1010;52.32;52.32;52.32;52.32;52.32;52.32
20210406:1110;139.81;139.81;139.81;139.81;139.81;139.81
20210406:1210;479.34;383.62;495.01;420.44;493.81;402.03
20210406:1310;288.46;262.77;295.25;287.37;298.35;275.07
20210406:1410;126.97;126.97;126.97;126.97;126.97;126.97
20210406:1510;114.87;106.64;115.45;116.05;115.9;111.345
20210406:1610;43.4;40.26;43.4;43.4;43.4;41.83
20210406:1710;28.24;28.24;31.67;39.42;35.04;33.83
20210406:1810;0;0;0;0;0;0
20210406:1910;0;0;0;0;0;0
20210406:2010;0;0;0;0;0;0
20210406:2110;0;0;0;0;0;0
20210406:2210;0;0;0;0;0;0
20210406:2310;0;0;0;0;0;0
20210407:0010;0;0;0;0;0;0
20210407:0110;0;0;0;0;0;0
20210407:0210;0;0;0;0;0;0
20210407:0310;0;0;0;0;0;0
20210407:0410;0;0;0;0;0;0
20210407:0510;0;0;0;0;0;0
20210407:0610;24.52;24.52;24.52;22.61;22.61;23.565
20210407:0710;30.02;30.02;30.02;27.75;30.02;28.885
20210407:0810;154.02;154.78;151.69;135.3;148.67;145.04
20210407:0910;134.37;134.37;134.37;134.37;134.37;134.37
20210407:1010;90.73;90.73;90.73;90.73;90.73;90.73
20210407:1110;152.47;152.47;152.47;152.47;152.47;152.47
20210407:1210;86.43;86.43;86.43;86.43;86.43;86.43
20210407:1310;76.87;76.87;76.87;76.87;76.87;76.87
20210407:1410;145.37;145.37;145.37;145.37;145.37;145.37
20210407:1510;107.76;100.7;107.76;107.76;107.76;104.23
20210407:1610;114.38;102.4;134.03;166.73;151.45;134.565
20210407:1710;34.78;34.78;39.78;55.69;46.67;45.235
20210407:1810;0;0;0;0;0;0
20210407:1910;0;0;0;0;0;0
20210407:2010;0;0;0;0;0;0
20210407:2110;0;0;0;0;0;0
20210407:2210;0;0;0;0;0;0
20210407:2310;0;0;0;0;0;0
20210408:0010;0;0;0;0;0;0
20210408:0110;0;0;0;0;0;0
20210408:0210;0;0;0;0;0;0
20210408:0310;0;0;0;0;0;0
20210408:0410;0;0;0;0;0;0
20210408:0510;0;0;0;0;0;0
20210408:0610;150.5;246.55;75.41;46.47;46.47;146.51
20210408:0710;182.96;205.55;157.03;111.93;127.56;158.74
20210408:0810;400.96;418.37;348.24;171.32;278.4;294.845
20210408:0910;339.91;330.15;324.94;236.47;302.18;283.31
20210408:1010;502.85;449.69;488.02;326.6;455.12;388.145
20210408:1110;406.75;365.13;407.55;345.09;398.76;355.11
20210408:1210;734.98;473.57;775.35;580.62;772.91;527.095
20210408:1310;695.73;320.86;783.41;686.1;822.43;503.48
20210408:1410;555.29;121.5;688.84;721.77;772.01;421.635
20210408:1510;344.9;74.12;515.83;679.92;638.4;377.02
20210408:1610;114.64;52.99;304.07;591.67;461.8;322.33
20210408:1710;28.88;28.88;75.63;387.06;214.27;207.97
20210408:1810;0;0;0;0;0;0
20210408:1910;0;0;0;0;0;0
20210408:2010;0;0;0;0;0;0
20210408:2110;0;0;0;0;0;0
20210408:2210;0;0;0;0;0;0
20210408:2310;0;0;0;0;0;0
20210409:0010;0;0;0;0;0;0
20210409:0110;0;0;0;0;0;0
20210409:0210;0;0;0;0;0;0
20210409:0310;0;0;0;0;0;0
20210409:0410;0;0;0;0;0;0
20210409:0510;0;0;0;0;0;0
20210409:0610;178.34;303.97;79.1;41.34;41.34;172.655
20210409:0710;360.33;447.76;256.71;92;134.71;269.88
20210409:0810;347.09;360.85;306.68;169.95;253.7;265.4
20210409:0910;516.11;489.61;474.52;216.94;410.21;353.275
20210409:1010;687.83;584.07;659.05;329.23;594.38;456.65
20210409:1110;761.65;568.29;765.24;468.73;726.17;518.51
20210409:1210;691.65;453.65;729.11;551.78;727.13;502.715
20210409:1310;623.04;317.28;697.32;616.96;731.01;467.12
20210409:1410;357.73;222.6;404.13;416.88;434.68;319.74
20210409:1510;251.7;161.92;311.36;373.56;356.89;267.74
20210409:1610;104.22;94.23;117.64;140.3;129.58;117.265
20210409:1710;40.37;40.37;48.69;86.88;65.07;63.625
20210409:1810;0;0;0;0;0;0
20210409:1910;0;0;0;0;0;0
20210409:2010;0;0;0;0;0;0
20210409:2110;0;0;0;0;0;0
20210409:2210;0;0;0;0;0;0
20210409:2310;0;0;0;0;0;0
20210410:0010;0;0;0;0;0;0
20210410:0110;0;0;0;0;0;0
20210410:0210;0;0;0;0;0;0
20210410:0310;0;0;0;0;0;0
20210410:0410;0;0;0;0;0;0
20210410:0510;0;0;0;0;0;0
20210410:0610;24.34;24.34;24.34;22.45;22.45;23.395
20210410:0710;34.94;34.94;34.94;32.36;34.94;33.65
20210410:0810;82.95;82.95;82.95;77.41;82.95;80.18
20210410:0910;116.13;116.13;116.13;116.13;116.13;116.13
20210410:1010;93.31;93.31;93.31;93.31;93.31;93.31
20210410:1110;121.59;121.59;121.59;121.59;121.59;121.59
20210410:1210;105.03;105.03;105.03;105.03;105.03;105.03
20210410:1310;66.73;66.73;66.73;66.73;66.73;66.73
20210410:1410;74;74;74;74;74;74
20210410:1510;60.85;56.64;60.85;60.85;60.85;58.745
20210410:1610;62.41;58.1;62.41;62.41;62.41;60.255
20210410:1710;34.06;34.06;38.76;53.09;44.89;43.575
20210410:1810;0;0;0;0;0;0
20210410:1910;0;0;0;0;0;0
20210410:2010;0;0;0;0;0;0
20210410:2110;0;0;0;0;0;0
20210410:2210;0;0;0;0;0;0
20210410:2310;0;0;0;0;0;0
20210411:0010;0;0;0;0;0;0
20210411:0110;0;0;0;0;0;0
20210411:0210;0;0;0;0;0;0
20210411:0310;0;0;0;0;0;0
20210411:0410;0;0;0;0;0;0
20210411:0510;0;0;0;0;0;0
20210411:0610;43.98;47.82;41.04;37.01;37.01;42.415
20210411:0710;35.93;35.93;35.93;33.28;35.93;34.605
20210411:0810;53.99;53.99;53.99;50.2;53.99;52.095
20210411:0910;77.52;77.52;77.52;77.52;77.52;77.52
20210411:1010;96.11;96.11;96.11;96.11;96.11;96.11
20210411:1110;120.03;120.03;120.03;120.03;120.03;120.03
20210411:1210;154.4;154.4;154.4;154.4;154.4;154.4
20210411:1310;142.35;142.35;142.35;142.35;142.35;142.35
20210411:1410;105.85;105.85;105.85;105.85;105.85;105.85
20210411:1510;84.36;78.7;84.36;84.36;84.36;81.53
20210411:1610;71.78;66.65;72.62;74.05;73.37;70.35
20210411:1710;45.56;45.56;57.84;123.87;85.95;84.715
20210411:1810;0;0;0;0;0;0
20210411:1910;0;0;0;0;0;0
20210411:2010;0;0;0;0;0;0
20210411:2110;0;0;0;0;0;0
20210411:2210;0;0;0;0;0;0
20210411:2310;0;0;0;0;0;0
20210412:0010;0;0;0;0;0;0
20210412:0110;0;0;0;0;0;0
20210412:0210;0;0;0;0;0;0
20210412:0310;0;0;0;0;0;0
20210412:0410;0;0;0;0;0;0
20210412:0510;0;0;0;0;0;0
20210412:0610;76.29;96.86;60.66;50.97;50.97;73.915
20210412:0710;208.04;236.51;176.27;121;140.12;178.755
20210412:0810;337.95;350.64;303.39;183.53;258.45;267.085
20210412:0910;243.98;241.57;239.96;216.87;233.95;229.22
20210412:1010;359.79;340.91;354.34;297.64;342.48;319.275
20210412:1110;577.75;476.38;579.8;427.11;558.94;451.745
20210412:1210;68.58;68.58;68.58;68.58;68.58;68.58
20210412:1310;81.88;81.88;81.88;81.88;81.88;81.88
20210412:1410;210.02;199.01;213.97;215.29;216.66;207.15
20210412:1510;287.6;163.5;371.18;460.7;434.8;312.1
20210412:1610;43.1;40;43.1;43.1;43.1;41.55
20210412:1710;42.48;42.48;48.75;70.81;58.12;56.645
20210412:1810;0;0;0;0;0;0
20210412:1910;0;0;0;0;0;0
20210412:2010;0;0;0;0;0;0
20210412:2110;0;0;0;0;0;0
20210412:2210;0;0;0;0;0;0
20210412:2310;0;0;0;0;0;0
20210413:0010;0;0;0;0;0;0
20210413:0110;0;0;0;0;0;0
20210413:0210;0;0;0;0;0;0
20210413:0310;0;0;0;0;0;0
20210413:0410;0;0;0;0;0;0
20210413:0510;0;0;0;0;0;0
20210413:0610;176.49;285.66;90.52;53.85;53.85;169.755
20210413:0710;455.37;571.72;315.65;74.89;144.07;323.305
20210413:0810;641.23;682.02;527.36;89.69;367.59;385.855
20210413:0910;655.04;620.19;595.28;203.62;501.2;411.905
20210413:1010;317.05;305.54;313.7;279.19;306.44;292.365
20210413:1110;416;375.85;416.85;356.96;408.46;366.405
20210413:1210;619.34;447.38;647.46;521.44;646.81;484.41
20210413:1310;548.64;342.28;601.16;549.88;625.97;446.08
20210413:1410;270.34;231.55;284.23;289.1;293.66;260.325
20210413:1510;257.45;177.52;309.24;366.38;349.34;271.95
20210413:1610;129.6;82.35;278.1;516.09;404.45;299.22
20210413:1710;30.22;30.22;84.84;448.15;245.76;239.185
20210413:1810;0;0;0;0;0;0
20210413:1910;0;0;0;0;0;0
20210413:2010;0;0;0;0;0;0
20210413:2110;0;0;0;0;0;0
20210413:2210;0;0;0;0;0;0
20210413:2310;0;0;0;0;0;0
20210414:0010;0;0;0;0;0;0
20210414:0110;0;0;0;0;0;0
20210414:0210;0;0;0;0;0;0
20210414:0310;0;0;0;0;0;0
20210414:0410;0;0;0;0;0;0
20210414:0510;1.81;1.81;1.53;1.53;1.53;1.67
20210414:0610;274.51;477.3;105.97;34.48;34.48;255.89
20210414:0710;498.41;629.64;339.46;56.02;141.44;342.83
20210414:0810;660.07;703.33;541.44;73.53;374.1;388.43
20210414:0910;690.75;653.54;625.38;188.29;521.76;420.915
20210414:1010;385.62;362.54;378.87;308.9;364.24;335.72
20210414:1110;365.28;339.48;365.83;327.46;360.44;333.47
20210414:1210;738.82;487.34;778.53;599.05;777.91;543.195
20210414:1310;297.33;271.77;304.34;297.67;307.76;284.72
20210414:1410;235.94;216.38;243.01;245.62;247.84;231
20210414:1510;295.12;162.23;384.27;481.7;452.22;321.965
20210414:1610;103.68;95.41;109.65;120.12;115.01;107.765
20210414:1710;47.65;47.65;55.59;88.19;69.35;67.92
20210414:1810;0;0;0;0;0;0
20210414:1910;0;0;0;0;0;0
20210414:2010;0;0;0;0;0;0
20210414:2110;0;0;0;0;0;0
20210414:2210;0;0;0;0;0;0
20210414:2310;0;0;0;0;0;0
20210415:0010;0;0;0;0;0;0
20210415:0110;0;0;0;0;0;0
20210415:0210;0;0;0;0;0;0
20210415:0310;0;0;0;0;0;0
20210415:0410;0;0;0;0;0;0
20210415:0510;2.31;2.31;1.99;1.99;1.99;2.15
20210415:0610;241.15;411.51;104.14;45.2;45.2;228.355
20210415:0710;493;625.07;337.11;63.84;146.46;344.455
20210415:0810;657.42;701.87;539.24;84.13;375.12;393
20210415:0910;350.06;342.01;335.72;253.02;314.28;297.515
20210415:1010;188.54;188.22;188.44;187.48;188.24;187.85
20210415:1110;378.41;350.25;379.02;337.2;373.15;343.725
20210415:1210;685.63;472.94;720.35;567.35;720.05;520.145
20210415:1310;588.36;347.68;649.78;592.93;679.16;470.305
20210415:1410;210.54;200.92;214.04;215.4;216.44;208.16
20210415:1510;300.36;158.97;395.32;500.37;467.89;329.67
20210415:1610;119.95;50.4;321.37;639.63;490.39;345.015
20210415:1710;48.97;48.97;57.85;97.17;74.38;73.07
20210415:1810;0;0;0;0;0;0
20210415:1910;0;0;0;0;0;0
20210415:2010;0;0;0;0;0;0
20210415:2110;0;0;0;0;0;0
20210415:2210;0;0;0;0;0;0
20210415:2310;0;0;0;0;0;0
20210416:0010;0;0;0;0;0;0
20210416:0110;0;0;0;0;0;0
20210416:0210;0;0;0;0;0;0
20210416:0310;0;0;0;0;0;0
20210416:0410;0;0;0;0;0;0
20210416:0510;0;0;0;0;0;0
20210416:0610;12.41;12.41;12.41;11.33;11.33;11.87
20210416:0710;434.34;545.6;306.63;88.31;153.57;316.955
20210416:0810;557.07;592.69;466.13;138.59;343.75;365.64
20210416:0910;764.82;722.62;687.11;170.31;564.41;446.465
20210416:1010;751.57;642.46;719.77;363.85;649.54;503.155
20210416:1110;159.82;159.82;159.82;159.82;159.82;159.82
20210416:1210;137.39;137.39;137.39;137.39;137.39;137.39
20210416:1310;136.4;136.4;136.4;136.4;136.4;136.4
20210416:1410;218.6;206.16;223.14;224.97;226.26;215.565
20210416:1510;210.3;172.25;230.56;254.21;246.63;213.23
20210416:1610;139.19;105.95;240.51;413.2;329.56;259.575
20210416:1710;53.33;53.33;71.68;182.68;118.41;118.005
20210416:1810;0;0;0;0;0;0
20210416:1910;0;0;0;0;0;0
20210416:2010;0;0;0;0;0;0
20210416:2110;0;0;0;0;0;0
20210416:2210;0;0;0;0;0;0
20210416:2310;0;0;0;0;0;0
20210417:0010;0;0;0;0;0;0
20210417:0110;0;0;0;0;0;0
20210417:0210;0;0;0;0;0;0
20210417:0310;0;0;0;0;0;0
20210417:0410;0;0;0;0;0;0
20210417:0510;1.76;1.76;1.49;1.49;1.49;1.625
20210417:0610;158.46;243.07;93.8;62.96;62.96;153.015
20210417:0710;194.53;216.79;170.66;125.69;143.61;171.24
20210417:0810;269.12;276.5;251.29;183.35;228.53;229.925
20210417:0910;778.12;736.12;698.77;165.63;573.1;450.875
20210417:1010;724.62;622.92;694.72;363;628.94;492.96
20210417:1110;707.06;553.86;710.35;479.52;679.49;516.69
20210417:1210;722.75;483.73;762.02;592.53;762.23;538.13
20210417:1310;678.21;340.02;762.21;688.69;802.51;514.355
20210417:1410;536.26;151.2;660.68;710.46;741.47;430.83
20210417:1510;289.72;164.03;373.65;469.4;438.52;316.715
20210417:1610;138.32;118.13;188.07;275.96;232.69;197.045
20210417:1710;46.28;46.28;52.48;72.6;60.89;59.44
20210417:1810;0.2;0.2;0.2;0.35;0.35;0.275
20210417:1910;0;0;0;0;0;0
20210417:2010;0;0;0;0;0;0
20210417:2110;0;0;0;0;0;0
20210417:2210;0;0;0;0;0;0
20210417:2310;0;0;0;0;0;0
20210418:0010;0;0;0;0;0;0
20210418:0110;0;0;0;0;0;0
20210418:0210;0;0;0;0;0;0
20210418:0310;0;0;0;0;0;0
20210418:0410;0;0;0;0;0;0
20210418:0510;1.28;1.28;1.04;1.04;1.04;1.16
20210418:0610;225.15;373.08;107.87;54.02;54.02;213.55
20210418:0710;488;618.09;336.33;61.01;149.47;339.55
20210418:0810;653.72;699.89;537.75;73.81;376;386.85
20210418:0910;695.34;661.09;629.09;194.87;525.22;427.98
20210418:1010;789.35;673.11;755.26;359.62;679.42;516.365
20210418:1110;831.64;626.84;835.92;522.67;796;574.755
20210418:1210;719.93;481;758.91;591.58;759.37;536.29
20210418:1310;539.4;342.43;591.16;547.05;616.6;444.74
20210418:1410;215.5;203.64;219.87;221.78;222.9;212.71
20210418:1510;150.34;136.92;153.4;157.08;155.85;147
20210418:1610;98.4;90.9;102.32;109.42;105.88;100.16
20210418:1710;43.5;43.5;48.56;61.39;53.91;52.445
20210418:1810;0;0;0;0;0;0
20210418:1910;0;0;0;0;0;0
20210418:2010;0;0;0;0;0;0
20210418:2110;0;0;0;0;0;0
20210418:2210;0;0;0;0;0;0
20210418:2310;0;0;0;0;0;0
20210419:0010;0;0;0;0;0;0
20210419:0110;0;0;0;0;0;0
20210419:0210;0;0;0;0;0;0
20210419:0310;0;0;0;0;0;0
20210419:0410;0;0;0;0;0;0
20210419:0510;12.39;23.93;8.65;8.65;8.65;16.29
20210419:0610;181.34;284.49;102.04;63.9;63.9;174.195
20210419:0710;256.45;299.03;210.92;131.26;158.89;215.145
20210419:0810;517.69;550.6;438.72;150.69;333.01;350.645
20210419:0910;529.17;509;489.35;247.21;428.76;378.105
20210419:1010;431.37;400.61;422.04;326.36;402.04;363.485
20210419:1110;508.65;437.49;510.24;404.21;495.71;420.85
20210419:1210;490.29;396.49;506.61;439.25;506.92;417.87
20210419:1310;543.2;341.48;595.67;552.24;621.5;446.86
20210419:1410;514.45;159.2;628.43;677.34;702.4;418.27
20210419:1510;322.93;110.21;457.5;606.72;557.79;358.465
20210419:1610;121.77;60.72;296.35;577.92;443.43;319.32
20210419:1710;36.07;36.07;85.79;417.85;229.94;226.96
20210419:1810;2.26;2.26;2.26;9.86;3.71;6.06
20210419:1910;0;0;0;0;0;0
20210419:2010;0;0;0;0;0;0
20210419:2110;0;0;0;0;0;0
20210419:2210;0;0;0;0;0;0
20210419:2310;0;0;0;0;0;0
20210420:0010;0;0;0;0;0;0
20210420:0110;0;0;0;0;0;0
20210420:0210;0;0;0;0;0;0
20210420:0310;0;0;0;0;0;0
20210420:0410;0;0;0;0;0;0
20210420:0510;10.2;15.34;8.04;8.04;8.04;11.69
20210420:0610;275.54;470.25;117.41;42.08;42.08;256.165
20210420:0710;473.28;597.35;329.71;63.87;151.99;330.61
20210420:0810;621.91;665.49;515.65;40.7;365.79;353.095
20210420:0910;702.83;670.56;636.71;179.68;531.01;425.12
20210420:1010;748.63;645.43;718.05;355.89;649.81;500.66
20210420:1110;320.62;305.24;320.97;298.26;317.79;301.75
20210420:1210;456.69;378.14;470.47;414.3;470.82;396.22
20210420:1310;253.11;241.81;256.31;253.73;257.94;247.77
20210420:1410;291.84;237.84;311.56;320.82;325.24;279.33
20210420:1510;265.12;171.95;325.47;396.95;372.62;284.45
20210420:1610;140.27;111.78;222.05;364.82;294.33;238.3
20210420:1710;48.08;48.08;84.66;330.65;189.5;189.365
20210420:1810;2.69;2.69;2.69;3.08;3.08;2.885
20210420:1910;0;0;0;0;0;0
20210420:2010;0;0;0;0;0;0
20210420:2110;0;0;0;0;0;0
20210420:2210;0;0;0;0;0;0
20210420:2310;0;0;0;0;0;0
20210421:0010;0;0;0;0;0;0
20210421:0110;0;0;0;0;0;0
20210421:0210;0;0;0;0;0;0
20210421:0310;0;0;0;0;0;0
20210421:0410;0;0;0;0;0;0
20210421:0510;3.72;3.72;3.29;3.29;3.29;3.505
20210421:0610;221;360.37;111.01;57.59;57.59;208.98
20210421:0710;405.53;504.57;294.49;95.67;160.22;300.12
20210421:0810;592.31;634.36;493.2;63.57;356.66;348.965
20210421:0910;716.84;683.81;647.45;185.41;538.24;434.61
20210421:1010;720.53;623.43;691.16;363.73;626.88;493.58
20210421:1110;451.89;401.01;453.07;377.67;442.62;389.34
20210421:1210;160.37;160.37;160.37;160.37;160.37;160.37
20210421:1310;119.17;119.17;119.17;119.17;119.17;119.17
20210421:1410;280.74;238.11;296.5;304.19;307.52;271.15
20210421:1510;329.55;102.38;472.91;636.52;580.95;369.45
20210421:1610;129.67;116.54;150.11;187.7;168.73;152.12
20210421:1710;55.11;55.11;65;110.14;83.62;82.625
20210421:1810;0;0;0;0;0;0
20210421:1910;0;0;0;0;0;0
20210421:2010;0;0;0;0;0;0
20210421:2110;0;0;0;0;0;0
20210421:2210;0;0;0;0;0;0
20210421:2310;0;0;0;0;0;0
20210422:0010;0;0;0;0;0;0
20210422:0110;0;0;0;0;0;0
20210422:0210;0;0;0;0;0;0
20210422:0310;0;0;0;0;0;0
20210422:0410;0;0;0;0;0;0
20210422:0510;22.15;49.88;13.92;13.92;13.92;31.9
20210422:0610;307.88;529.31;128.9;40.91;40.91;285.11
20210422:0710;499.05;634.48;348.72;77.72;167.8;356.1
20210422:0810;703.84;759.05;576.99;39.14;403.98;399.095
20210422:0910;815.96;777.6;733.16;189.24;603.67;483.42
20210422:1010;868.26;742.14;830.02;391.56;745.82;566.85
20210422:1110;864.68;657.51;869.2;553.89;828.94;605.7
20210422:1210;829.1;536.25;876.55;679.29;878.31;607.77
20210422:1310;735.89;360.99;828.66;758.55;874.27;559.77
20210422:1410;566.84;154.97;700.17;763.43;787.52;459.2
20210422:1510;358.52;70.46;531.23;725.77;659.28;398.115
20210422:1610;126.84;58.18;318.39;634.98;481.31;346.58
20210422:1710;35.68;35.68;93.27;479.56;259.82;257.62
20210422:1810;5.42;5.42;5.42;20.47;8.24;12.945
20210422:1910;0;0;0;0;0;0
20210422:2010;0;0;0;0;0;0
20210422:2110;0;0;0;0;0;0
20210422:2210;0;0;0;0;0;0
20210422:2310;0;0;0;0;0;0
20210423:0010;0;0;0;0;0;0
20210423:0110;0;0;0;0;0;0
20210423:0210;0;0;0;0;0;0
20210423:0310;0;0;0;0;0;0
20210423:0410;0;0;0;0;0;0
20210423:0510;23.64;50.57;15.41;15.41;15.41;32.99
20210423:0610;320.53;548.09;133.72;39.4;39.4;293.745
20210423:0710;533.77;679.57;369.29;59.69;167.05;369.63
20210423:0810;696.42;750.8;573.08;40.33;403.82;395.565
20210423:0910;808.93;772.79;728.46;192.7;602.04;482.745
20210423:1010;863.74;741.48;826.45;394.56;744.23;568.02
20210423:1110;853.19;653.36;857.55;553.04;818.93;603.2
20210423:1210;814.05;533;859.29;672.27;861.23;602.635
20210423:1310;721.51;360.39;809.59;745.09;852.86;552.74
20210423:1410;567.5;153.93;699.3;763.21;785.06;458.57
20210423:1510;359.47;66.7;532.02;726.05;659.09;396.375
20210423:1610;126.65;54.62;323.48;645.98;489.61;350.3
20210423:1710;38.31;38.31;94.07;467.22;254.77;252.765
20210423:1810;7.08;7.08;7.08;21.97;10.01;14.525
20210423:1910;0;0;0;0;0;0
20210423:2010;0;0;0;0;0;0
20210423:2110;0;0;0;0;0;0
20210423:2210;0;0;0;0;0;0
20210423:2310;0;0;0;0;0;0
20210424:0010;0;0;0;0;0;0
20210424:0110;0;0;0;0;0;0
20210424:0210;0;0;0;0;0;0
20210424:0310;0;0;0;0;0;0
20210424:0410;0;0;0;0;0;0
20210424:0510;53.27;173.6;17.27;17.27;17.27;95.435
20210424:0610;207.98;324.22;119.7;74.38;74.38;199.3
20210424:0710;538.9;688.11;372.32;57.85;168.43;372.98
20210424:0810;688.03;742.9;566.28;44.43;400.42;393.665
20210424:0910;711.86;682.65;645.18;228.07;542.96;455.36
20210424:1010;853.95;733.53;816.76;394.32;735.38;563.925
20210424:1110;848.82;649.52;853.24;550.92;814.45;600.22
20210424:1210;801.88;526.46;847.39;663.09;849.61;594.775
20210424:1310;704.41;359.64;791.48;729.53;834.99;544.585
20210424:1410;565.75;159.46;698.56;765.55;786.24;462.505
20210424:1510;358.8;69.89;531.2;729.71;659.88;399.8
20210424:1610;127.78;56.99;321.44;645.16;486.71;351.075
20210424:1710;39.11;39.11;93.99;463.72;252;251.415
20210424:1810;7.67;7.67;7.67;22.09;10.57;14.88
20210424:1910;0;0;0;0;0;0
20210424:2010;0;0;0;0;0;0
20210424:2110;0;0;0;0;0;0
20210424:2210;0;0;0;0;0;0
20210424:2310;0;0;0;0;0;0
20210425:0010;0;0;0;0;0;0
20210425:0110;0;0;0;0;0;0
20210425:0210;0;0;0;0;0;0
20210425:0310;0;0;0;0;0;0
20210425:0410;0;0;0;0;0;0
20210425:0510;77.56;283.49;15.33;15.33;15.33;149.41
20210425:0610;321.1;551.26;137.65;43.38;43.38;297.32
20210425:0710;368.22;449.29;283.72;136.34;186.24;292.815
20210425:0810;390.67;409.8;350.89;198.46;300.41;304.13
20210425:0910;780.21;747.72;703.56;216.75;585.46;482.235
20210425:1010;874.85;751.69;836.38;405.11;752.68;578.4
20210425:1110;872.94;667.65;877.53;566.69;837.5;617.17
20210425:1210;829.72;543.29;877.3;686.69;879.9;614.99
20210425:1310;733.16;369.72;824.97;761.67;871.07;565.695
20210425:1410;573.8;164.16;708.6;778.62;798.01;471.39
20210425:1510;363.34;73.77;536.6;738.74;666.61;406.255
20210425:1610;129.59;56.07;328.15;662.54;498.1;359.305
20210425:1710;41.79;41.79;96.38;465.76;253.41;253.775
20210425:1810;9.58;9.58;9.58;31.41;13.72;20.495
20210425:1910;0;0;0;0;0;0
20210425:2010;0;0;0;0;0;0
20210425:2110;0;0;0;0;0;0
20210425:2210;0;0;0;0;0;0
20210425:2310;0;0;0;0;0;0
20210426:0010;0;0;0;0;0;0
20210426:0110;0;0;0;0;0;0
20210426:0210;0;0;0;0;0;0
20210426:0310;0;0;0;0;0;0
20210426:0410;0;0;0;0;0;0
20210426:0510;84.3;308;15.32;15.32;15.32;161.66
20210426:0610;330.94;564.98;141.06;40.8;40.8;302.89
20210426:0710;540.9;689.86;376.26;61.11;174.49;375.485
20210426:0810;701.29;758.51;578.19;42.53;409.95;400.52
20210426:0910;811.7;778.76;731.18;204.78;605.81;491.77
20210426:1010;866.12;746.64;828.51;405.09;746.71;575.865
20210426:1110;870.41;667.84;874.94;567.82;835.6;617.83
20210426:1210;826.78;543.31;873.91;686.74;876.74;615.025
20210426:1310;727.56;369.68;818.02;757.6;863.63;563.64
20210426:1410;569.71;165.16;702.62;773.36;790.81;469.26
20210426:1510;361.8;72.09;533.71;735.28;662.58;403.685
20210426:1610;131.75;63.78;317.95;634.86;478.08;349.32
20210426:1710;54.07;54.07;97.34;393.15;221.49;223.61
20210426:1810;9.47;9.47;9.47;203.2;39.15;106.335
20210426:1910;0;0;0;0;0;0
20210426:2010;0;0;0;0;0;0
20210426:2110;0;0;0;0;0;0
20210426:2210;0;0;0;0;0;0
20210426:2310;0;0;0;0;0;0
20210427:0010;0;0;0;0;0;0
20210427:0110;0;0;0;0;0;0
20210427:0210;0;0;0;0;0;0
20210427:0310;0;0;0;0;0;0
20210427:0410;0;0;0;0;0;0
20210427:0510;6.93;6.93;6.24;6.24;6.24;6.585
20210427:0610;221.9;346.68;127.5;77.34;77.34;212.01
20210427:0710;466.73;588.93;336.09;96.85;180.17;342.89
20210427:0810;674.51;729.64;557.88;48.8;398.72;389.22
20210427:0910;780.42;750.57;704.83;204.95;586.64;477.76
20210427:1010;836.06;724.31;800.63;398.12;723.5;561.215
20210427:1110;834.53;645.63;838.73;551.65;802.28;598.64
20210427:1210;789.23;526.07;832.53;661.16;835.36;593.615
20210427:1310;694.27;360.53;777.27;723.67;819.03;542.1
20210427:1410;548.39;163.35;672.34;739.21;753.76;451.28
20210427:1510;349.79;72.66;511.27;699.26;631.09;385.96
20210427:1610;128.84;59.17;314.1;623.86;471.34;341.515
20210427:1710;41.48;41.48;96.17;459.86;251.28;250.67
20210427:1810;11.82;11.82;11.82;141.19;31.85;76.505
20210427:1910;0;0;0;0;0;0
20210427:2010;0;0;0;0;0;0
20210427:2110;0;0;0;0;0;0
20210427:2210;0;0;0;0;0;0
20210427:2310;0;0;0;0;0;0
20210428:0010;0;0;0;0;0;0
20210428:0110;0;0;0;0;0;0
20210428:0210;0;0;0;0;0;0
